,State,County,Population,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment
311,NE,Butler,8395,6522.001433,5487.612364,1350.434229,0,4738,4606,132,3
312,OH,Butler,368130,299655.866,169957.4149,0,0,187441,178844,8597,5
313,PA,Butler,183862,156879.0841,124573.8682,30.68010141,0,98098,93467,4631,5
314,CA,Butte,220000,164427.9583,91724.51162,1257.679428,0.031394705,101337,94074,7263,7
315,ID,Butte,2891,2025.63497,1792.600829,605.1645327,212.797661,1276,1218,58,5
316,SD,Butte,10110,7583.73832,4944.37313,2320.014908,978.6366982,5083,4910,173,3
317,GA,Butts,23655,22087.37165,19317.36761,1.924152236,0,10126,9454,672,7
318,NC,Cabarrus,178011,153737.6097,97364.998,0,0,97608,92552,5056,5
319,WV,Cabell,96319,72185.79122,35221.84822,0,0,41187,38945,2242,5
320,UT,Cache,112656,95958.47841,61789.42801,933.4331796,0.211752124,60175,58330,1845,3
321,LA,Caddo,254969,210824.6728,130522.6909,6304.416828,0,110463,102578,7885,7
322,OK,Caddo,29600,25267.89787,21946.98768,9327.262953,552.9091802,11836,11226,610,5
323,CA,Calaveras,45578,40342.60243,34023.86433,98.13922213,62.77918217,20586,19272,1314,6
324,LA,Calcasieu,192768,147605.6183,90190.09859,1739.017029,0,99373,94014,5359,5
325,KY,Caldwell,12984,11439.75797,8351.156547,87.42545589,0,5395,5099,296,6
326,LA,Caldwell,10132,9499.522112,7487.822118,1134.788315,0,4034,3699,335,8
327,MO,Caldwell,9424,7632.30916,6928.002655,1759.108024,0,4396,4196,200,5
328,NC,Caldwell,83029,75709.61673,61807.98769,311.2537652,0,35465,33244,2221,6
329,TX,Caldwell,38066,34193.43418,27119.70633,2101.295641,2.255972087,17410,16655,755,4
330,VT,Caledonia,31227,25171.09999,21117.40329,1903.103029,0,15073,14370,703,5
331,AL,Calhoun,118572,101156.9481,70224.6772,0,0,45910,42679,3231,7
332,AR,Calhoun,5368,5367.999993,5367.999993,3507.670059,0,2408,2277,131,5
333,FL,Calhoun,14625,13519.50601,12083.61624,2587.680796,0,4942,4639,303,6
334,GA,Calhoun,6694,5977.329462,5125.090806,930.9538462,0,2129,1997,132,6
335,IA,Calhoun,9670,8441.280161,8022.578579,4598.139338,0,4459,4265,194,4
336,IL,Calhoun,5089,4836.203935,4316.923985,792.1971568,0,2341,2183,158,7
337,MI,Calhoun,136146,112626.6772,72874.3024,3451.761313,0,64052,60783,3269,5
338,MS,Calhoun,14962,12890.47116,11106.60931,530.8499077,0,6138,5760,378,6
339,SC,Calhoun,15175,14636.57982,13414.19392,118.1933875,0,6893,6402,491,7
340,TX,Calhoun,21381,18488.07372,12897.93777,2060.764054,0,11319,10868,451,4
341,WV,Calhoun,7627,7258.71056,6833.022412,1843.484691,0,2756,2412,344,13
342,TX,Callahan,13544,12744.2532,10706.3642,1294.993516,0,5727,5483,244,4
343,MO,Callaway,44332,40209.17299,32121.17689,2984.846321,0,21682,20660,1022,5
344,KY,Calloway,37191,33129.67421,22619.30385,2043.740737,0,18358,17498,860,5
345,WI,Calumet,48971,39447.22917,29109.17147,0,0,27480,26500,980,4
346,MD,Calvert,88737,82259.92242,70129.39355,0,0,47161,44999,2162,5
347,ID,Camas,1117,1116.999994,1116.999994,1116.999994,926.9119188,648,625,23,4
348,PA,Cambria,143679,116783.672,76565.17306,0,0,62331,58242,4089,7
349,GA,Camden,50513,44942.91247,34820.67092,2372.423871,0,22305,21068,1237,6
350,MO,Camden,44002,41656.02251,36728.50543,2886.680148,0,18758,17529,1229,7
351,NC,Camden,9980,9979.922031,9972.645057,374.031277,0,4612,4348,264,6
352,NJ,Camden,513657,363054.2344,145823.3671,0,0,255390,238892,16498,7
353,LA,Cameron,6839,6508.564713,5780.167731,1681.441226,370.0459406,3673,3502,171,5
354,PA,Cameron,5085,4034.663906,2545.778731,348.0045461,0,2263,2101,162,7
355,TX,Cameron,406220,315714.7419,205588.0231,381.32163,0.20615771,162940,151358,11582,7
356,TX,Camp,12401,11289.34504,8774.275993,110.1359638,0,5089,4777,312,6
357,KY,Campbell,90336,66486.60842,45642.39053,0,0,47322,45352,1970,4
358,SD,Campbell,1466,1465.999991,1465.999991,1368.586432,945.6796434,848,823,25,3
359,TN,Campbell,40716,35724.98339,27795.38295,541.2018448,0,14604,13448,1156,8
360,VA,Campbell,54842,51747.7512,43861.6458,255.6337897,0,26223,24982,1241,5
361,WY,Campbell,46133,42299.27284,28283.01744,3777.912443,895.6406917,25867,24844,1023,4
362,OK,Canadian,115541,92837.65515,67424.88629,3457.792394,0,68291,65822,2469,4
363,GA,Candler,10998,10161.2432,8394.492536,150.9619605,0,4967,4685,282,6
364,TN,Cannon,13801,12746.65227,10872.28392,304.1286515,0,5847,5509,338,6
365,ID,Canyon,188923,153856.8848,104225.4897,1233.810835,0,90939,86342,4597,5
366,MT,Carbon,10078,8100.071466,7426.84499,3620.801168,28.67154957,5417,5218,199,4
367,PA,Carbon,65249,51244.41758,39831.46838,0,0,31454,29549,1905,6
368,UT,Carbon,21403,18165.15474,11382.03728,1762.032769,1187.630735,8729,8232,497,6
369,WY,Carbon,15885,15215.84578,11474.54793,3792.350549,2774.726237,8455,8139,316,4
370,ID,Caribou,6963,5920.223981,4660.422505,1693.788568,152.7559499,3762,3606,156,4
371,KY,Carlisle,5104,4483.950998,4259.474111,344.3003983,0,2315,2184,131,6
372,MN,Carlton,35386,32569.2075,24858.08767,4249.14947,57.68750916,17570,16709,861,5
373,MD,Caroline,33066,31318.00729,25995.47671,0,0,17524,16571,953,5
374,VA,Caroline,28545,27652.74755,26289.0473,1431.606776,0,14732,13981,751,5
375,AR,Carroll,27446,23453.06925,18173.06607,1336.177908,0,12657,12080,577,5
376,GA,Carroll,110527,103550.8646,85466.59044,0,0,51792,48314,3478,7
377,IA,Carroll,20816,15021.01675,8869.784224,494.4095995,0,11310,11012,298,3
378,IL,Carroll,15387,13757.1337,11892.39489,924.6357181,0,7934,7501,433,6
379,IN,Carroll,20155,17144.30961,14947.29873,45.9102608,0,10022,9587,435,4
380,KY,Carroll,10811,10187.82528,9242.975935,0,0,4957,4681,276,6
381,MD,Carroll,167134,147505.2563,113935.7299,0,0,93340,89412,3928,4
382,MO,Carroll,9295,7158.116782,5388.585075,2044.375769,0,4819,4528,291,6
383,MS,Carroll,10597,10596.99997,10596.99997,4839.547236,0,3460,3177,283,8
384,NH,Carroll,47818,45144.86112,40524.8739,276.2615151,0,23694,22872,822,4
385,OH,Carroll,28836,25460.45284,22033.17416,351.0354235,0,13347,12552,795,6
386,TN,Carroll,28522,26334.37254,21855.55308,1203.683206,0,12164,11157,1007,8
387,VA,Carroll,30042,28977.72584,27809.26558,1499.636941,0,13049,12351,698,5
388,TX,Carson,6182,4632.081307,3765.230462,2686.39183,0.0789093,3066,2968,98,3
389,KY,Carter,27720,23476.81889,20283.51972,47.33739933,0,10195,9193,1002,10
390,MO,Carter,6265,5856.735491,5393.143595,3073.494561,0,2510,2324,186,7
391,MT,Carter,1160,1159.999998,1159.999998,1159.999998,1159.750903,684,662,22,3
392,OK,Carter,47557,39670.93175,26807.85093,1914.543942,0,22557,21530,1027,5
393,TN,Carter,57424,51333.18469,42725.41598,1146.278308,0,23492,21978,1514,6
394,NC,Carteret,66469,58900.48903,44865.54143,112.655292,0,31335,29480,1855,6
395,MN,Carver,91042,76982.88462,51891.71191,0,0,55179,53436,1743,3
396,MT,Cascade,81327,59969.63493,31552.57712,6019.509804,2910.664562,38241,36697,1544,4
397,KY,Casey,15955,14970.60568,13723.54371,967.8695221,0,6690,6315,375,6
398,IA,Cass,13956,10464.57916,6801.431185,2836.474184,0,7461,7189,272,4
399,IL,Cass,13642,7652.238424,5436.295825,1457.095958,0,6446,6082,364,6
400,IN,Cass,38966,27958.59198,19124.89451,960.0557419,0,17760,16944,816,5
401,MI,Cass,52293,46108.20956,42039.64193,1.67889624,0,23979,22765,1214,5
402,MN,Cass,28567,26585.87539,24527.08891,4771.38262,0,14031,13095,936,7
403,MO,Cass,99478,87539.20909,65637.24043,3406.26103,0,53903,51311,2592,5
404,ND,Cass,149778,111750.9091,42721.47446,9151.198893,1738.601701,95417,93277,2140,2
405,NE,Cass,25241,21999.49091,18819.13899,6463.426135,0,13069,12635,434,3
406,TX,Cass,30464,26534.60514,21574.15747,1391.056644,0,12157,11333,824,7
407,ID,Cassia,22952,16720.56985,13752.00927,4460.385087,2669.427222,11452,11064,388,3
408,TX,Castro,8062,5461.90082,2772.46882,770.9603245,0,3613,3491,122,3
409,NC,Caswell,23719,23607.7425,23357.1135,2513.202836,0,9624,9017,607,6
410,LA,Catahoula,10407,8919.917712,8420.988971,2110.268013,0,3620,3272,348,10
411,NC,Catawba,154358,135904.8977,93846.14122,0,0,75149,71007,4142,6
412,GA,Catoosa,63942,56493.52854,45681.9913,0,0,31376,29738,1638,5
413,NM,Catron,3725,3725.000021,3725.000021,3725.000021,3586.143419,1187,1088,99,8
414,NY,Cattaraugus,80317,64785.97903,46942.23302,132.9284029,0,35412,33189,2223,6
415,ND,Cavalier,3993,3212.412306,2161.778235,1454.524154,566.4411743,2062,2005,57,3
416,NY,Cayuga,80026,69279.58714,46997.59761,45.5375084,0,37279,35291,1988,5
417,MD,Cecil,101108,91984.45376,73391.85046,182.2689717,0,52742,49594,3148,6
418,IA,Cedar,18499,15445.44674,13067.26234,1952.993949,0,10992,10612,380,4
419,MO,Cedar,13982,11543.59964,8515.434772,799.1037482,0,5894,5583,311,5
420,NE,Cedar,8852,7497.781873,7234.009924,3556.194378,0,4642,4531,111,2
421,PA,Centre,153990,115211.7185,78031.02183,850.0307549,0,77805,74712,3093,4
422,CO,Chaffee,17809,14174.91558,9464.651695,686.3464732,9.197410323,8491,8201,290,3
423,AL,Chambers,34215,28307.48986,21748.70272,388.4433873,0,14975,14069,906,6
424,TX,Chambers,35096,33268.77396,28965.48641,487.0474351,0,17792,16844,948,5
425,IL,Champaign,201081,134844.1396,59155.13321,103.1580027,0,104621,99199,5422,5
426,OH,Champaign,40097,30552.7905,22673.56393,0,0,19873,19004,869,4
427,MO,Chariton,7831,7105.14073,6292.213614,2490.548009,0,3853,3673,180,5
428,MD,Charles,146551,126534.7432,95941.3085,1.983201694,0,80764,76752,4012,5
429,SC,Charleston,350209,252166.3785,114947.3448,3721.914421,700.2976804,198201,188603,9598,5
430,MI,Charlevoix,25949,21673.29527,17242.81089,298.5136078,0,13025,12239,786,6
431,FL,Charlotte,159978,138330.5836,95875.68652,568.1953005,0.954504041,67666,63599,4067,6
432,VA,Charlotte,12586,11951.72885,11624.92103,4220.946165,0,5251,4951,300,6
433,VA,Charlottesville,43475,21303.2953,1153.72947,0,0,24644,23734,910,4
434,GA,Charlton,12171,11327.23145,9904.668896,2001.391448,6.415446544,4768,4463,305,6
435,KS,Chase,2790,2789.999996,2789.999996,2615.446593,239.5015435,1252,1207,45,4
436,NE,Chase,3966,2688.662634,1927.257002,1178.093626,3.893798215,2338,2293,45,2
437,GA,Chatham,265128,200585.4453,99334.59427,0.503338748,0,133266,125482,7784,6
438,NC,Chatham,63505,58468.12886,49016.26911,1707.77154,0,33383,31799,1584,5
439,GA,Chattahoochee,11267,10778.17871,9165.407727,2801.258279,0,2110,1925,185,9
440,GA,Chattooga,26015,22171.5568,15672.38419,12.51602283,0,10553,9902,651,6
441,KS,Chautauqua,3669,2613.38018,2479.007748,1100.413591,3.564035014,1551,1463,88,6
442,NY,Chautauqua,134905,105063.9737,65188.51081,1293.213858,0,57925,54438,3487,6
443,NM,Chaves,65645,50561.94047,28194.73137,6352.60264,416.750584,27594,25858,1736,6
444,TN,Cheatham,39105,36248.73601,32034.73366,176.0633695,0,19834,18874,960,5
445,MI,Cheboygan,26152,24748.02835,22186.22968,1590.37929,0,10664,9692,972,9
446,WA,Chelan,72453,58388.6076,35232.36896,3685.578798,231.4231949,42636,40246,2390,6
447,NY,Chemung,88830,69444.19783,44535.38206,0,0,37681,35473,2208,6
448,NY,Chenango,50477,42383.35604,35530.31054,218.1911463,0,23216,21952,1264,5
449,AL,Cherokee,25989,24968.30609,23936.20361,79.41023456,0,11158,10549,609,6
450,GA,Cherokee,214346,186158.5396,129117.0427,0,0,120360,114736,5624,5
451,IA,Cherokee,12072,9526.969248,7110.770866,841.8415224,0,6346,6015,331,5
452,KS,Cherokee,21603,18376.7613,15207.44136,142.5517534,0,10414,9952,462,4
453,NC,Cherokee,27444,26748.5413,24657.46483,117.6885313,0,11121,10403,718,7
454,OK,Cherokee,46987,41796.9608,34805.12117,5600.963243,0,19267,18270,997,5
455,SC,Cherokee,55342,47361.79332,38046.38624,355.2456271,0,23460,21793,1667,7
456,TX,Cherokee,50845,44659.33936,36486.04585,3718.071434,0,20881,19804,1077,5
457,NE,Cherry,5713,3886.063013,2956.572191,2236.284753,1664.229607,3450,3370,80,2
458,VA,Chesapeake,222209,173532.0241,73973.34743,18.84534082,0,116309,111025,5284,5
459,NH,Cheshire,77117,67065.3917,57217.11149,877.0863232,0,41366,40057,1309,3
460,PA,Chester,498886,426038.8693,302484.6117,0,0,277062,266506,10556,4
461,SC,Chester,33140,30766.64978,25984.42259,950.9416597,0,13455,12329,1126,8
462,TN,Chester,17131,14045.5983,12110.11053,1314.058238,0,8211,7730,481,6
463,SC,Chesterfield,46734,42340.43613,36287.54269,3644.245537,0,21440,20146,1294,6
464,VA,Chesterfield,316236,270405.7462,165923.7155,0.68879921,0,177952,170285,7667,4
465,CO,Cheyenne,1836,1490.553536,976.2802972,621.6522557,443.1779717,1010,983,27,3
466,KS,Cheyenne,2726,2726,2726,2675.801809,2431.264984,1358,1321,37,3
467,NE,Cheyenne,9998,6366.298971,3419.113007,1889.261929,67.25833636,5747,5622,125,2
468,IA,Chickasaw,12439,9728.908951,8844.404606,1834.887234,0,6460,6167,293,5
469,MS,Chickasaw,17392,14558.78937,11169.00827,514.9239739,0,7151,6602,549,8
470,AR,Chicot,11800,8526.409826,5517.966645,85.1314315,0,3726,3388,338,9
471,TX,Childress,7041,6773.983618,5666.308908,144.97792,0,2866,2777,89,3
472,AL,Chilton,43643,41360.9837,37102.40745,721.5666826,0,19133,18054,1079,6
473,MI,Chippewa,38520,31557.23854,22656.45093,7054.846395,2631.485674,16663,15366,1297,8
474,MN,Chippewa,12441,8124.987905,5460.926532,1159.579396,0,6945,6642,303,4
475,WI,Chippewa,62415,52461.33096,41013.30764,590.507799,0,33174,31612,1562,5
476,MN,Chisago,53887,48592.89643,37588.46926,75.2021987,0,28734,27539,1195,4
477,VT,Chittenden,156545,120346.622,75033.60742,358.6044511,0,94808,92227,2581,3
478,AL,Choctaw,13859,13238.38665,11994.86201,2612.253868,0,4378,3980,398,9
479,MS,Choctaw,8547,7488.566658,6406.376086,287.916408,0,3711,3479,232,6
480,OK,Choctaw,15205,14037.16773,12068.83158,4017.15675,619.8888431,5915,5461,454,8
481,MT,Chouteau,5813,4851.829132,4373.540307,4149.645857,2737.622658,2520,2438,82,3
482,NC,Chowan,14793,11871.26513,10530.35348,2549.227078,0,5640,5237,403,7
483,IL,Christian,34800,23961.57611,15797.54592,984.9817854,0,15458,14441,1017,7
484,KY,Christian,73955,60878.27237,36213.47485,1037.25078,0,24695,23118,1577,6
485,MO,Christian,77422,65354.57235,46586.4999,1132.757745,0,43069,41248,1821,4
486,NV,Churchill,24877,21425.63305,15711.11276,791.9932218,69.48310294,10616,9885,731,7
487,NM,Cibola,27213,22612.88122,16857.74654,7524.519752,2414.054919,9228,8491,737,8
488,OK,Cimarron,2475,1373.637833,1194.548583,1000.488642,111.8760325,1375,1344,31,2
489,FL,Citrus,141236,129923.0893,107725.5572,154.1033783,0,47816,44217,3599,8
490,OR,Clackamas,375992,274656.3985,138995.2996,549.1875147,0,205170,194664,10506,5
491,LA,Claiborne,17195,15087.82521,12450.29409,839.6958103,0,6197,5743,454,7
492,MS,Claiborne,9604,8828.252963,7581.001285,1010.671403,0,3119,2728,391,13
493,TN,Claiborne,32213,30022.42578,27433.45184,1594.451507,0,12585,11677,908,7
494,WA,Clallam,71404,58408.12176,43697.18012,4117.804693,88.78149574,26809,24621,2188,8
495,MI,Clare,30926,27471.26524,23692.55519,344.7892487,0,11759,10849,910,8
496,SC,Clarendon,34971,31030.66467,27459.95309,1228.475469,0,13065,12062,1003,8
497,PA,Clarion,39988,33854.72281,27788.76083,679.8040887,0,18269,17177,1092,6
498,AR,Clark,22995,19203.69132,13498.59572,1486.077572,0,9453,8928,525,6
499,ID,Clark,982,982.0000058,982.0000058,982.0000058,889.7261981,395,380,15,4
500,IL,Clark,16335,13101.47149,9726.353643,1073.422773,0,8078,7576,502,6
501,IN,Clark,110232,90432.35252,53707.94226,1058.467096,0,58893,56244,2649,5
502,KS,Clark,2215,2214.999995,2214.999995,2214.999995,2019.131547,1159,1131,28,2
503,KY,Clark,35613,27142.40899,15193.30616,0,0,16732,15856,876,5
504,MO,Clark,7139,5492.760797,4998.01394,973.6147494,0,3435,3190,245,7
505,NV,Clark,1951269,1104398.179,361644.2568,12258.06745,4944.980607,1038703,967633,71070,7
506,OH,Clark,138333,106540.4654,60149.35275,0,0,64075,60875,3200,5
507,SD,Clark,3691,2785.546889,2515.804782,1708.16942,14.11098206,1962,1890,72,4
508,WA,Clark,425363,317470.429,162709.6028,169.038641,0,214351,200483,13868,7
509,WI,Clark,34690,29537.93921,26692.76476,1818.530027,0,17440,16678,762,4
510,AL,Clarke,25833,23683.46674,19644.48004,2269.070546,0,7992,7054,938,12
511,GA,Clarke,116714,95894.88306,57371.29841,0,0,57140,53664,3476,6
512,IA,Clarke,9286,6332.907656,4511.226368,621.4730173,0,4772,4575,197,4
513,MS,Clarke,16732,15517.49869,13952.93143,2306.323441,0,6076,5600,476,8
514,VA,Clarke,14034,11979.17573,9902.474505,170.1052483,0,7430,7134,296,4
515,OR,Clatsop,37039,31411.228,25407.75039,2732.150672,0,18351,17350,1001,6
516,AL,Clay,13932,12234.63112,10392.309,742.7716979,0,5548,5208,340,6
517,AR,Clay,16083,13465.8481,9344.921045,592.0487446,0,6297,5882,415,7
518,FL,Clay,190865,160679.8671,99729.3872,1507.993975,0,98464,93493,4971,5
519,GA,Clay,3183,2526.920576,1913.069412,50.27784636,0,859,758,101,12
520,IA,Clay,16667,12477.43575,7336.682844,394.6200882,0,8856,8533,323,4
521,IL,Clay,13815,10315.78029,8517.131096,2124.390198,0,6616,6147,469,7
522,IN,Clay,26890,21624.99851,16944.73823,127.1481012,0,12368,11713,655,5
523,KS,Clay,8535,6600.650017,4257.647191,2243.219163,0,4117,3941,176,4
524,KY,Clay,21730,20076.94795,17857.90951,1212.207859,0,5421,4909,512,9
525,MN,Clay,58999,48127.73687,25732.62967,2290.572375,0,35546,34446,1100,3
526,MO,Clay,221939,185244.3021,103323.3846,0,0,132244,126231,6013,5
527,MS,Clay,20634,15627.85506,11568.11815,2992.922889,0,8019,7251,768,10
528,NC,Clay,10587,10417.76672,9628.563053,393.6382271,0,4045,3796,249,6
529,NE,Clay,6542,5575.566591,5035.824767,3032.351515,0,3374,3275,99,3
530,SD,Clay,13864,10450.18253,5278.579543,1214.957193,0,6997,6782,215,3
531,TN,Clay,7861,6797.58595,6278.243433,1.511488199,0,2994,2729,265,9
532,TX,Clay,10752,10106.66715,8672.753503,3394.557409,7.365265258,4908,4693,215,4
533,WV,Clay,9386,9161.906468,8800.086702,1448.76349,0,3264,2899,365,11
534,GA,Clayton,259424,209084.803,113043.3175,0,0,126392,116765,9627,8
535,IA,Clayton,18129,15228.64591,13432.97144,2836.829769,0,10299,9869,430,4
536,PA,Clearfield,81642,68367.14817,52673.48616,2074.817009,0,36412,33990,2422,7
537,ID,Clearwater,8761,7553.968274,5923.361918,681.110655,0,3085,2834,251,8
538,MN,Clearwater,8695,7437.217573,7148.730682,3352.245193,131.9046105,4627,4208,419,9
539,AL,Cleburne,14972,13413.59698,12280.36551,146.8634959,0,5677,5335,342,6
540,AR,Cleburne,25970,23540.45035,19720.5043,2218.315676,0,9609,8944,665,7
541,OH,Clermont,197363,176299.2231,133837.9673,0,0,102671,98041,4630,5
542,AR,Cleveland,8689,7893.671242,7472.703844,2128.978321,0,3358,3169,189,6
543,NC,Cleveland,98078,88835.82582,66067.71895,1247.830784,0,46086,43141,2945,6
544,OK,Cleveland,255755,206461.9219,126368.193,1251.676006,0,138148,133260,4888,4
545,GA,Clinch,6798,4778.761627,3514.350177,499.446991,422.8621107,2774,2579,195,7
546,IA,Clinton,49116,38372.35681,21880.48896,3497.081193,0,24432,23202,1230,5
547,IL,Clinton,37762,29040.82308,20816.45812,164.441371,0,20073,19168,905,5
548,IN,Clinton,33224,26938.06813,17055.3886,787.2477807,0,16919,16238,681,4
549,KY,Clinton,10272,9567.193479,8498.21949,164.1310865,0,3842,3526,316,8
550,MI,Clinton,75382,68956.26835,58507.92908,34.96351451,0,39678,38122,1556,4
551,MO,Clinton,20743,19028.39432,15924.95151,507.9330797,0,10995,10461,534,5
552,NY,Clinton,82128,68531.36552,57479.00568,13508.96613,0.409783207,36125,34024,2101,6
553,OH,Clinton,42040,35773.25931,26986.74111,0,0,16685,15650,1035,6
554,PA,Clinton,39238,31983.76118,25196.05495,1743.989786,0,18762,17470,1292,7
555,KS,Cloud,9533,7577.95039,4432.590236,2854.718063,0,4312,4148,164,4
556,MS,Coahoma,26151,19626.88632,11132.77317,4049.813572,1.36492458,9451,8500,951,10
557,OK,Coal,5925,4422.563697,3906.85254,1596.600323,0,2320,2143,177,8
558,GA,Cobb,688078,551089.336,286387.4177,0,0,398319,378139,20180,5
559,AZ,Cochise,131346,113273.0609,88650.16196,14892.24032,4734.493802,50087,46447,3640,7
560,TX,Cochran,3127,1504.612004,1070.782245,662.1636427,0.32342048,1316,1249,67,5
561,TN,Cocke,35662,32132.73192,27542.00184,3656.989359,0,14382,13266,1116,8
562,AZ,Coconino,134421,106361.3668,67913.4524,18133.10321,8909.540471,72942,68209,4733,7
563,SD,Codington,27227,22203.11677,16076.92753,2217.349577,0,15292,14820,472,3
564,AL,Coffee,49948,43165.36665,35122.78601,2609.84615,0,20269,19062,1207,6
565,GA,Coffee,42356,37164.79529,31207.56622,2972.050542,0,17291,16129,1162,7
566,TN,Coffee,52796,43796.06052,32360.59458,826.1867262,0,24249,22909,1340,6
567,KS,Coffey,8601,7922.068725,6916.643149,3810.372378,0,4741,4470,271,6
568,TX,Coke,3320,3319.999993,3319.999993,3319.212896,2556.433183,1396,1340,56,4
569,AL,Colbert,54428,45514.17544,35420.57944,298.7539857,0,23603,21733,1870,8
570,MO,Cole,75990,67054.57875,45281.85071,256.6624068,0,39394,37818,1576,4
571,TX,Coleman,8895,6978.576932,4871.273228,1580.322898,148.8600803,3048,2879,169,6
572,IL,Coles,53873,40088.73796,19830.0872,1409.5006,0,24079,22622,1457,6
573,NE,Colfax,10515,8100.127038,4632.444533,2691.381393,0,5550,5405,145,3
574,NM,Colfax,13750,12601.05839,10274.05877,3957.341489,3430.438845,6012,5652,360,6
575,SC,Colleton,38892,35083.72545,30676.63619,7741.022795,0,16719,15555,1164,7
576,FL,Collier,321520,259649.0715,138768.988,1871.165333,1287.853113,163708,155094,8614,5
577,TX,Collin,782341,591582.7319,267230.3717,14.38876178,0,488234,470529,17705,4
578,TX,Collingsworth,3057,2235.511752,941.5258307,216.2778929,0,1270,1223,47,4
579,TX,Colorado,20874,16115.41927,12007.66286,3322.166077,3.776676335,9899,9509,390,4
580,GA,Colquitt,45498,39791.31129,34386.57417,3662.786943,0,20053,18773,1280,6
581,AR,Columbia,24552,20568.91965,15573.90497,1467.767002,0,9537,8914,623,7
582,FL,Columbia,67531,61535.32902,52578.37089,6042.682621,0,28978,27383,1595,6
